%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1528372396212998007,0.299315783419,0.177841627443,-0.243901448683,-0.25832389703,-0.247950109307,-0.174858724891
1528372396230322118,0.29050238615,0.177838197198,-0.268478121298,-0.0320426312604,-0.0555286343476,-0.255826881012
1528372396261014688,0.290242148853,0.162189420782,-0.26728235496,0.0583772295199,-0.0115985590626,-0.352127397932
1528372396295027301,0.296970442197,0.173505325506,-0.266599725951,-0.166959374107,0.0132816802138,-0.258723803638
1528372396332143785,0.300560189938,0.179581079599,-0.253367987489,-0.174060417195,-0.0458720959127,-0.270346270903
1528372396360279817,0.303774934601,0.163578277718,-0.258699159224,-0.180777383168,0.0871411577108,-0.410956494622
1528372396392667719,0.302239308951,0.149057307112,-0.245935468959,-0.178977387752,0.0358222448577,-0.402896477197
1528372396419108884,0.300031323958,0.149858825184,-0.230181885705,-0.305985233117,-0.0270862770608,-0.360931430826
1528372396449283867,0.298394293426,0.143678089403,-0.230648494242,-0.0778868844079,0.09895358735,-0.379722824634
1528372396481144265,0.299863995546,0.133942779884,-0.221558736063,0.297976404396,0.101970522309,-0.381466232517
1528372396521183237,0.302070726217,0.142575200859,-0.206889864683,-0.0245423804141,0.0126050464137,-0.259231141803
1528372396551389213,0.312255419337,0.137027588663,-0.202973829099,0.0291963596558,0.0192690801685,-0.285937859333
1528372396577736269,0.321144747379,0.143309811391,-0.197381621011,-0.0152223082727,-0.021660275194,-0.235503047885
1528372396608599887,0.321119466679,0.141557968227,-0.191560817726,0.0798734194869,-0.0385017187207,-0.225565004152
1528372396646977665,0.323147536099,0.136061581546,-0.189722750594,0.0889764188049,-0.0500249666584,-0.196644904001
1528372396677783202,0.320600493364,0.125477761801,-0.184324735622,-0.0350060411235,-0.0755465420922,-0.295722214396
1528372396701449493,0.319876606496,0.122504085514,-0.17685731578,0.0605076689111,-0.099636021459,-0.275357173995
1528372396734828501,0.322028980394,0.133848048603,-0.174445266865,0.022090615741,-0.1293917609,-0.122581435353
1528372396767990478,0.319259724115,0.117802285456,-0.171054424375,0.020184084083,-0.194179344525,-0.255382170949
1528372396798011551,0.328085852545,0.134647802015,-0.184853647605,0.0156415479205,-0.106021478311,-0.042371024333
1528372396832480627,0.3285561756,0.133796200384,-0.188643173624,0.080302074568,-0.130083726347,-0.087045474327
1528372396862164694,0.328026696355,0.140600181003,-0.194420919325,-0.0290679942139,-0.157259817383,-0.023838493581
1528372396892173778,0.329471480918,0.147768770582,-0.221060532779,-0.0405742332483,-0.0252168261572,0.0597133631585
1528372396919717153,0.326609784241,0.12429284855,-0.231322402212,0.0524507300175,-0.0209218165262,-0.103761219035
1528372396950566945,0.319965899884,0.118720766872,-0.235517646365,0.0397243413848,-0.0983342570871,-0.0971933764981
1528372396987811394,0.314386865228,0.110155667278,-0.255279895285,0.241025655726,0.0415717982206,-0.0545941317465
1528372397017080661,0.317984833523,0.107974622601,-0.269797543342,0.305667880124,0.140209513702,-0.092941436748
1528372397047413366,0.31830389627,0.105445498543,-0.251054947251,0.159900545844,-0.132465858415,-0.111726068217
1528372397082979053,0.312340097323,0.13853530992,-0.24861671614,0.0200608235746,-0.246673084987,0.182910707141
1528372397113077866,0.306057155891,0.115216036992,-0.255740003916,0.0338849677484,-0.16495528894,0.0359758803234
1528372397146629624,0.289005519742,0.0926538699651,-0.253356754956,0.0855892504133,-0.233909957235,-0.0718083182859
1528372397172807751,0.276875835754,0.116559198165,-0.279228976482,-0.0255907775327,-0.0294187398569,0.143105366902
1528372397200469816,0.266566497164,0.112945022794,-0.300707425962,0.16864134977,0.164894967982,0.145989676143
1528372397236619741,0.257069974314,0.0963814015967,-0.29055017117,0.217280477717,0.0879015047624,0.00236638599884
1528372397265482337,0.255970855465,0.108396840935,-0.285365151063,0.00132272788758,0.0615128805947,0.113372269956
1528372397296891944,0.250817855705,0.0828156804585,-0.256425897817,0.140317620093,-0.0988286798771,-0.0544403007495
1528372397332553486,0.250929366657,0.0734976313589,-0.236040512226,0.233005099486,-0.136547593533,-0.119846129052
1528372397363064514,0.247380401657,0.0872122223667,-0.220955539056,-0.0742083754321,-0.233768525028,-0.0684314836627
1528372397391245184,0.245063912012,0.100231682215,-0.219927741865,-0.0793324481991,-0.292101343874,-0.0289744831503
1528372397419193620,0.24803001422,0.116261164985,-0.242979817229,0.0649618856502,-0.145482946585,0.0804667194077
1528372397449785610,0.249674902492,0.104450155528,-0.251829951907,-0.0466449889952,-0.144382308615,-0.106273690006
1528372397507050501,0.254610595025,0.124254608768,-0.273966552747,-0.0334161089037,0.00660880814724,0.0201361473315
1528372397526860405,0.260966903765,0.123315281273,-0.28489257359,-0.0454088686511,0.155761266409,-0.056406021899
1528372397546847805,0.266679593052,0.0986707523831,-0.275443873287,0.194406630086,0.149052011669,-0.239124476722
1528372397580594523,0.266820650644,0.128514477889,-0.251959472872,-0.118878021057,0.0775664209934,-0.0575047670232
1528372397609509695,0.26011076688,0.146100229763,-0.224476896796,-0.156860623357,-0.0545577051971,0.0255293137373
1528372397638857763,0.258944364805,0.153095615905,-0.210361872956,-0.0957860405946,-0.0415356221222,0.0247521774342
1528372397669233460,0.263245757993,0.158942771737,-0.211270430207,-0.161618380908,0.0329876391692,-0.0160632111531
1528372397698518867,0.264501651721,0.169281003668,-0.203647662848,-0.143119892927,0.0290340805863,-0.0593243766131
1528372397737453800,0.272290730235,0.188054834361,-0.200501030666,-0.133649460741,0.025867801355,-0.0372068858108
1528372397767712839,0.282503120001,0.202904030327,-0.20462087286,-0.0784267981207,0.0503897943287,-0.0276792024468
1528372397798134838,0.291083583484,0.212534925628,-0.216794072658,-0.0337685015721,0.0880317880152,-0.0651094361537
1528372397829230810,0.294789774676,0.212552969037,-0.22810697526,0.091308796431,0.0908772336605,-0.0833037222568
1528372397863034330,0.300931846317,0.209135754105,-0.233331146536,-0.124100041177,0.0270990834978,-0.102761434797
1528372397891369607,0.306028287263,0.21255084582,-0.251743807502,-0.0711768225263,0.0949699250895,-0.077657840229
1528372397922350498,0.313491398396,0.199439192631,-0.257214568734,-0.0157844790457,0.184343769712,-0.188885394294
1528372397952473592,0.325416967513,0.190985387306,-0.256456258651,-0.0240991055229,0.217614285515,-0.206294425429
1528372397986977628,0.333975240259,0.183230708895,-0.22510369923,-0.0352907802661,0.0420655029294,-0.196045827664
1528372398017984677,0.340986008354,0.174731955555,-0.195223346478,-0.0507540036807,-0.0822992981691,-0.25839844392
1528372398043013217,0.351120063359,0.177597224065,-0.182584531234,-0.22561692344,-0.0864059950759,-0.102117646205
1528372398083649554,0.340631396357,0.150582023614,-0.160895090361,-0.0816008566064,-0.118195742323,-0.16009344021
1528372398114133790,0.330669434607,0.135924953947,-0.164265054833,-0.1085631012,-0.157341081053,-0.205444578453
1528372398143984215,0.318379315249,0.119620888948,-0.172905144558,-0.0447461176594,-0.024432866652,-0.178719027978
1528372398170046097,0.308491561087,0.0801870266623,-0.168643094754,0.0218787099498,0.0221880662761,-0.308631893084
1528372398200395158,0.298646421253,0.0637553892139,-0.160828929017,-0.119843702064,-0.0286574762297,-0.216385814355
1528372398235650318,0.288693811111,0.0533862390406,-0.150281139022,-0.181593491573,-0.12118812749,-0.154474047718
1528372398267678057,0.279854398726,0.0324678196313,-0.13935521147,-0.257642474537,-0.271069597974,-0.194795133367
1528372398295439793,0.274974289081,0.0247850229052,-0.154570109852,-0.325558828238,-0.175824820347,-0.0601253566374
1528372398333276489,0.26451480324,0.00657374480732,-0.176512284288,-0.177361413974,-0.0600135798893,-0.205951538128
1528372398365564121,0.257440458043,0.0184951518954,-0.192985045429,-0.166515144546,-0.00650815728879,0.00136649261465
1528372398393637807,0.253898446934,0.00682039083553,-0.198763432878,0.0227708433974,0.0158049892436,0.0375260300427
1528372398423309282,0.255520418298,-0.00355428239677,-0.191160677841,0.168589544897,0.0276998653708,0.106436378948
1528372398450252125,0.262676634674,-0.00513040286506,-0.176525391632,-0.12194961455,-0.119284260231,0.164011349695
1528372398485367886,0.271888605812,-0.0147897854303,-0.184866476843,-0.0906305583894,-0.0713665843665,0.225140565321
1528372398519072093,0.281418562749,-0.0182348273455,-0.202836202402,-0.0771442748332,-0.0018652163281,0.285515761228
1528372398546199219,0.282610574344,-0.0440795694649,-0.2145946733,0.140222861341,0.030940345887,0.183091470924
1528372398581976536,0.284631112616,-0.051344058861,-0.230599285568,0.086931122887,0.13799256496,0.287952370662
1528372398612125600,0.287414551529,-0.0762811529467,-0.240764591721,0.245339637817,0.25794210052,0.224252562497
1528372398640045721,0.294411078161,-0.104472947895,-0.225907328413,0.330111136173,0.148169014161,0.15070832163
1528372398672288301,0.304729424237,-0.102768849288,-0.218386678529,0.000573605712873,0.0337385544705,0.21414787483
1528372398713704851,0.303701340409,-0.111776965844,-0.20968044778,-0.0956645344039,-0.0887825428981,0.226019859532
1528372398735489403,0.300931437734,-0.138852000194,-0.202652053067,0.0203881709384,-0.131668182851,0.11643235486
1528372398766324750,0.301390298611,-0.143246532951,-0.221355655814,-0.0914116833222,0.0452477173829,0.196173335842
1528372398797543173,0.297597608929,-0.17363904629,-0.230587430715,0.134605928572,0.140429234286,0.0220809755802
1528372398836137852,0.296213918616,-0.186881644261,-0.216827055186,0.266434623668,0.077429326503,0.101854332316
1528372398864691947,0.296701280849,-0.186859800462,-0.205656872179,0.0236181340278,0.0182152193674,0.188533634622
1528372398890828510,0.29675121304,-0.205992332539,-0.195923659509,0.0846356401668,0.027224770648,0.121079157685
1528372398919402024,0.294523413152,-0.216210752288,-0.177909486496,0.0443305533183,-0.0191459379842,0.116071846485
1528372398952422342,0.297549615421,-0.224078052453,-0.167735308509,-0.0799331261016,-0.0161525362025,0.0790955133507
1528372398988841590,0.292553637076,-0.22657038373,-0.152808155421,-0.00500536529857,-0.0166648111176,0.0646028075614
1528372399017049265,0.283327875579,-0.236425135179,-0.133374219837,-0.0100842522782,-0.0425727598682,0.0229123750611
1528372399049913607,0.278777568229,-0.239713980943,-0.130323226459,0.0740944511784,0.0224109999738,0.0622722387638
1528372399085765738,0.263463709998,-0.244145855562,-0.110138691732,-0.0214415064111,-0.0226746037834,0.0210905081735
1528372399113631954,0.255814929888,-0.245185376512,-0.100905930021,-0.12149224492,-0.0317821027775,0.00755377068762
1528372399142434135,0.240024405558,-0.243672688112,-0.0920699469687,-0.053307117569,-0.0500513196081,0.0316722886975
1528372399170016531,0.228793791888,-0.243548190151,-0.0887179188632,-0.120526174671,-0.0556350939549,0.0513034820601
1528372399198860575,0.221238771518,-0.245293999127,-0.0985712692744,-0.0792334625256,0.0493817202241,0.0208109939459
1528372399235096459,0.211288419494,-0.25254688633,-0.0933650522648,-0.0161456674074,0.0746777624813,-0.0553062188492
1528372399266356091,0.199329567443,-0.25954619711,-0.0624872663991,-0.0828243685863,-0.111282502218,-0.0547415150417
1528372399297749923,0.194780275147,-0.258625886718,-0.0611345200082,-0.128448857715,-0.0607940391228,0.0052611706782
1528372399334496366,0.187116955115,-0.267932304228,-0.0481818565799,-0.0610516057295,-0.0817042434921,-0.0730320143335
1528372399362865580,0.179297677697,-0.26818526218,-0.0246223697711,-0.215840238139,-0.247503689749,-0.0954726684329
1528372399391932006,0.173386840053,-0.258458519431,-0.0392970386975,-0.169053889035,-0.0930135885739,-0.0228874653324
1528372399422609474,0.163524028779,-0.265799539301,-0.0538288837604,-0.000263330079875,0.0356433671651,-0.0641660876342
1528372399449284187,0.147800211409,-0.276372636199,-0.0332236514053,-0.0654493751132,-0.129599927976,-0.135312986032
1528372399484142221,0.132758252203,-0.275732867174,-0.0323583940507,-0.273183146513,-0.0839898571987,-0.0712430748687
1528372399513711574,0.109760726659,-0.289658748669,-0.0267183015203,-0.19934632162,-0.0736934632159,-0.063817874417
1528372399544090964,0.0875922308129,-0.323437750951,-0.0178617183199,-0.102244399402,-0.120744027006,-0.165746066505
1528372399598016174,0.0646286622111,-0.326787593867,-0.0155234515687,-0.135632109393,-0.0906942027734,-0.0213999710956
1528372399616085166,0.0434019679087,-0.33075128183,-0.0202620871682,-0.183905871846,-0.0140435547598,0.00556783297191
1528372399637874167,0.030083054965,-0.339712657162,-0.0266186020391,-0.0556190700342,0.137512959183,-0.0220257181197
1528372399667843105,0.00720877502149,-0.35271439788,-0.000915555912392,-0.0024358704759,0.0155466719028,-0.0357320747976
1528372399697164606,-0.00418157056238,-0.359636267896,0.0170261336098,-0.0873434245734,0.00597726241788,-0.00441430669958
1528372399735387972,-0.0121118821455,-0.365664039845,0.0384273960517,-0.0496433908997,-0.0349045322343,-0.0126941027652
1528372399770024509,-0.0215336183116,-0.370023286418,0.0600713791123,-0.0433688998381,-0.0735330840092,0.0144995531323
1528372399801713417,-0.0330171127874,-0.401162417343,0.0934281111394,0.181429875015,-0.172140750613,-0.0973592227055
1528372399835727597,-0.0273596085857,-0.395441234423,0.122929189189,0.0340299090284,-0.16824151796,0.0246631666713
1528372399866107320,-0.0251202464401,-0.389069444201,0.155217789929,0.0526150193894,-0.215113014866,0.0271477312137
1528372399890575943,-0.022938366676,-0.384953130339,0.182135258844,0.0234857774232,-0.291822644537,0.0990465403051
1528372399920742473,-0.0240258188275,-0.397248829732,0.198024841439,-0.00225635490969,-0.338080955363,-0.00708619243136
1528372399952851605,-0.0265066095246,-0.407109845224,0.178083218575,0.123958007564,-0.0604450716881,-0.016990655429
1528372399987206667,-0.0393323145974,-0.417178085773,0.182014094285,0.224506926157,-0.1246276259,-0.0589446085995
1528372400017461701,-0.0488905290318,-0.390513359181,0.190871073473,-0.0995725561317,-0.26232321002,0.111317547216
1528372400046869193,-0.0529723577518,-0.373060861965,0.161438745932,-0.0280400970406,-0.137113508939,0.185978035543
1528372400084065016,-0.062194891515,-0.382219707136,0.143952691013,-0.0393482529323,-0.124799227475,0.0470807058877
1528372400114656233,-0.0665881617371,-0.378380094386,0.111085625891,0.0333818758689,0.0481996433306,0.0771972079289
1528372400144398247,-0.0643334717793,-0.381591196332,0.100179515372,-0.0934165707705,0.0592819595554,0.0356654594146
1528372400170770792,-0.0642850648885,-0.377145496167,0.0877778794011,0.0277048591834,0.0578999107507,0.0848084636819
1528372400200939173,-0.0559270760113,-0.369652773065,0.0687415380592,0.0403886621097,0.19034933638,0.0797557074096
1528372400230167810,-0.0521409633573,-0.361994014261,0.0667191728802,-0.0674767953171,0.0908538887569,0.124299346245
1528372400269110735,-0.0475151837323,-0.362757030481,0.0476280680729,-0.00690940182527,0.160502993083,0.11728699083
1528372400304178566,-0.0393497992248,-0.354811212816,0.00871108705701,-0.0379366767154,0.340598729794,0.158947815973
1528372400335361266,-0.0347594656131,-0.36332423856,0.0121823986161,0.0907148367935,0.185081154891,0.078536440788
1528372400365929231,-0.0253763656227,-0.350852003955,0.00944694559426,-0.0112609113136,0.181722592201,0.150757279147
1528372400391965048,-0.00879380999568,-0.346365426857,-0.0169835937258,0.0955469432114,0.451051437578,0.171279071855
1528372400419866681,-0.00782107178191,-0.363916099747,0.00919412093535,0.264085997031,0.274083617789,0.110343686114
1528372400448336201,-0.000501406540417,-0.353226996026,0.0327501539969,0.0348331127935,0.144947316076,0.265716660575
1528372400485967408,-0.00162163011846,-0.355998172264,0.031596993255,0.0300760742819,0.19130610927,0.275624167274
1528372400527593181,-0.00617018443288,-0.387576307772,0.0399897851494,0.378975706887,0.206503581197,0.152983897112
1528372400571583738,0.0118140883435,-0.385805059372,0.0353956357481,0.134364842873,0.293026998309,0.198302040623
1528372400615626310,0.0168415650469,-0.38619320701,0.0534159515747,0.0544909297946,0.141649412146,0.190322581503
1528372400615643670,0.0100314593414,-0.379691249909,0.0591703152842,0.0427770112592,0.0946705854479,0.218446432096
1528372400659588548,0.00784993968824,-0.380543770709,0.0428347932505,0.155155782344,0.269913192505,0.191578485999
1528372400672879369,0.00167899476384,-0.39123599688,0.0527320907548,0.196691751738,0.215227950925,0.0765610236608
1528372400715599834,0.00104466002336,-0.383943581651,0.0457346465648,-0.0962596733063,0.269283082155,0.165495351547
1528372400759611098,-0.0033049540062,-0.393078055471,0.0315961726391,0.0939298197841,0.35852959149,0.145131247021
1528372400803598459,-0.00673953086081,-0.395671865707,0.0354455181215,0.101817926432,0.296911683336,0.0955448605432
1528372400803615624,-0.00641293034023,-0.38921927772,0.0360204213312,0.0813437088187,0.247281453376,0.0778824594495
1528372400847635142,-0.00714080886425,-0.374557875832,0.0388189416284,-0.0864009929692,0.197547728573,0.0775831737108
1528372400862928703,-0.0130701429056,-0.361538040158,0.0337909190378,0.00482351269526,0.218824297283,0.0146733199447
1528372400903593974,-0.0204811286457,-0.34004363462,0.0380452524958,0.0432870717743,0.153289296736,0.0390869956074
1528372400947664326,-0.0240965373691,-0.314338779837,0.045876979411,-0.105968967639,0.109962311689,0.0889956715167
1528372400991577423,-0.0302031449164,-0.297599004209,0.0526351522504,-0.214937342898,0.0834753107878,0.102878441905
1528372400991584133,-0.036744933795,-0.28765583361,0.0396550431548,-0.0434867282726,0.275436598506,0.0723352230943
1528372401035593496,-0.0429763449501,-0.278112488411,0.0438251433588,-0.0273793580926,0.286115857197,0.0620181818173
1528372401044072395,-0.0542248089168,-0.261690352526,0.0630249621638,-0.14073616961,0.231297297743,0.14085795891
1528372401087516766,-0.0629895840283,-0.258065881148,0.0758783644812,-0.0454853184303,0.25344583654,0.0644285334394
1528372401131593402,-0.0737130451469,-0.252114603423,0.0912176022937,-0.0374620421289,0.217528607292,0.0840013096307
1528372401175803994,-0.0885574344982,-0.24094045487,0.0888855200847,-0.0643510656552,0.291547859492,0.161481975513
1528372401175812329,-0.102038471515,-0.252425870855,0.0906856822615,0.0699201584425,0.309007605681,0.117152503472
1528372401219646113,-0.108450028898,-0.241843331792,0.0780024422026,-0.273553864992,0.413882531185,0.225266639653
1528372401228118325,-0.131235211244,-0.254910574229,0.0817780072382,-0.09418893833,0.368217252678,0.0998035861734
1528372401271726283,-0.145958585351,-0.266451787804,0.090568060162,-0.110382627541,0.221058864821,0.0161679569
1528372401315593870,-0.156944698469,-0.255204295568,0.0926412382036,-0.248075369787,0.1886640508,0.10505411452
1528372401359623265,-0.167744777206,-0.26137590741,0.100626555967,0.0268791678556,0.1175854676,0.0372875863222
1528372401407536032,-0.170724941681,-0.264335761048,0.0935236515272,0.152755254148,0.250428870639,0.0126090784805
1528372401407544771,-0.178082758661,-0.258761273217,0.12188823079,0.022688307383,0.0469502541602,0.0593266941216
1528372401447604356,-0.178705225189,-0.254702060497,0.139399175073,0.0422607341641,0.0266926518048,0.0760459886482
1528372401453026405,-0.185289344316,-0.259702353133,0.156163996112,-0.0737145604562,-0.0496537512354,0.0622871326723
1528372401495600163,-0.191529118606,-0.260655612028,0.156642172992,-0.020747448182,-0.0244556910108,0.146535014398
1528372401539544395,-0.193009227085,-0.266929463036,0.129254742898,0.0333654708912,0.227449070148,0.12932948909
1528372401583731270,-0.196692863972,-0.282224278027,0.117406779952,0.0853613763077,0.239943665846,0.0921692378776
1528372401583739383,-0.191554232485,-0.298904109539,0.122881031915,0.0902388689207,0.166746944268,0.0242455700157
1528372401627525981,-0.18098744204,-0.283239570591,0.115227143193,-0.00448268227665,0.284241298978,0.182419859317
1528372401637877367,-0.179808762717,-0.295487635331,0.125319062642,0.087871645539,0.194782326607,0.0654368532379
1528372401679533983,-0.172261872614,-0.297611846753,0.131509018187,0.00274953759651,0.13620888553,0.0877506516392
1528372401723553726,-0.166981798474,-0.295528915879,0.115586136619,0.0596427770952,0.214979409707,0.134037119452
1528372401767568008,-0.156625255317,-0.30536309706,0.115524421964,0.210425651299,0.112310285372,0.100813677753
1528372401767580409,-0.141788045643,-0.301117599809,0.114181890399,0.0584942650535,0.0423863888548,0.118607965729
1528372401811580303,-0.129280994806,-0.306564194866,0.0996406801229,0.0169288825788,0.0866991799163,0.058304879389
1528372401835659131,-0.113302893342,-0.313628314403,0.0895077224133,0.102875803853,0.0255783226887,-0.0111172517843
